#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Drosophila suzukii	28584	PRJNA213258	213258	Animals	Insects	232.923	40.7	GCA_000472105.1	-	-	-	AWUT01	8680	-	-	2013/09/30	2014/08/06	Scaffold	BGI	SAMN02953868
Drosophila suzukii	28584	PRJEB132	173915	Animals	Insects	171.59	41.8	GCA_000326985.1	-	-	-	CAKG01	-	-	-	2012/08/28	2012/08/28	Contig	CRI-FEM	-
Betula nana	216990	PRJEB576	182300	Plants	Land Plants	564.011	38.4	GCA_000327005.1	-	-	-	CAOK01	-	-	-	2012/11/28	2012/12/02	Contig	QMUL	-
Verticillium alfalfae VaMs.102	526221	PRJNA29511	29511	Fungi	Ascomycetes	32.863	56	GCA_000150825.1	-	-	-	ABPE01	27	10488	10237	2008/06/06	2014/08/06	Scaffold	Broad Institute	SAMN02953725
Penicillium decumbens 114-2	933388	PRJNA60877	60877	Fungi	Ascomycetes	30.1774	50.7	GCA_000346795.1	-	-	-	AGIH01	9	10013	9979	2013/03/15	2014/08/11	Scaffold	State Key Laboratory of Microbial Technology, Shandong University	SAMN02981374
Ceratotherium simum simum	73337	PRJNA74583	74583	Animals	Mammals	2464.37	41.2	GCA_000283155.1	-	1	-	AKZM01	3087	22548	26298	2012/07/30	2013/11/01	Scaffold	Broad Institute	SAMN00778988
Trichechus manatus latirostris	127582	PRJNA68243	68243	Animals	Mammals	3103.81	41.6	GCA_000243295.1	-	1	-	AHIN01	6323	23073	23200	2012/01/20	2013/11/01	Scaffold	Broad Institute	SAMN00632092
Bos grunniens mutus	72004	PRJNA74739	74739	Animals	Mammals	2645.16	42	GCA_000298355.1	-	1	-	AGSK01	41192	25642	25393	2012/05/21	2013/11/01	Scaffold	BGI-shenzhen	SAMN00744358
Pseudozyma flocculosa PF-1	1277687	PRJNA185206	185206	Fungi	Basidiomycetes	23.3054	65.3	GCA_000417875.1	-	-	-	AOUS01	39	6877	6877	2013/06/27	2014/08/11	Scaffold	Université Laval	SAMN02981510
Zizania latifolia	58934	PRJNA187578	187578	Plants	Land Plants	603.989	42.7	GCA_000418225.1	-	-	-	ASSH01	4522	-	-	2013/07/03	2014/08/11	Scaffold	Zhejiang University	SAMN02981538
Elaeis oleifera	80265	PRJNA183707	183707	Plants	Land Plants	1402.73	38	GCA_000441515.1	-	-	-	ASIR01	26756	-	-	2013/07/25	2014/08/11	Scaffold	Orion Genomics	SAMN02981531
Leishmania turanica	62297	PRJNA192712	192712	Protists	Kinetoplasts	32.32	60	GCA_000441995.1	-	-	-	ATBU01	336	-	-	2013/07/29	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02212518
Gyalolechia flavorubescens KoLRI002931	1353255	PRJNA210248	210248	Fungi	Ascomycetes	34.4682	41.9	GCA_000442125.1	-	-	-	AUPK01	36	-	-	2013/07/29	2014/08/11	Scaffold	Seoul National University	SAMN02981550
Cladonia macilenta KoLRI003786	1353983	PRJNA210603	210603	Fungi	Ascomycetes	37.1171	44.7	GCA_000444155.1	-	-	-	AUPP01	240	-	-	2013/08/06	2014/08/11	Scaffold	Seoul National University	SAMN02981551
Leishmania gerbilli	40285	PRJNA192717	192717	Protists	Kinetoplasts	31.3986	59.8	GCA_000443025.1	-	-	-	ATBK01	492	-	-	2013/08/02	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02214423
Genlisea aurea	192259	PRJNA208769	208769	Plants	Land Plants	43.3578	40.6	GCA_000441915.1	-	-	-	AUSU01	10684	17685	17685	2013/07/26	2013/07/31	Scaffold	Lomonosov Moscow State University, Evolutionary Genomics Laboratory	SAMN02206260
Endocarpon pusillum Z07020	1263415	PRJNA181958	181958	Fungi	Ascomycetes	37.1306	46	GCA_000464535.1	-	-	-	APWS01	908	20923	20923	2013/09/04	2014/08/11	Scaffold	chinese academy of science	SAMN02981524
Puccinia psidii MF-1	1389203	PRJNA215767	215767	Fungi	Basidiomycetes	0.362051	40.3	GCA_000469055.1	-	-	-	AVOT01	295	-	-	2013/09/19	2014/08/11	Contig	USP	SAMN02981557
Pteronotus parnellii	59476	PRJNA209408	209408	Animals	Mammals	1960.32	40.8	GCA_000465405.1	-	-	-	AWGZ01	177401	-	-	2013/09/06	2013/09/13	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212709
Megaderma lyra	9413	PRJNA209407	209407	Animals	Mammals	1735.93	40.4	GCA_000465345.1	-	-	-	AWHB01	192872	-	-	2013/09/05	2013/09/14	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212695
Eidolon helvum	77214	PRJNA209406	209406	Animals	Mammals	1837.75	39.2	GCA_000465285.1	-	-	-	AWHC01	133538	-	-	2013/09/05	2013/09/13	Scaffold	School of Biological & Chemical Sciences, Queen Mary University of London	SAMN02212690
Hymenolepis microstoma	85433	PRJEB124	213813	Animals	Flatworms	126.774	36	GCA_000469805.1	-	-	-	CBLW01	378	9234	9163	2013/07/30	2014/02/10	Scaffold	WTSI	SAMEA2272183
Crithidia acanthocephali	59798	PRJNA203520	203520	Protists	Kinetoplasts	33.7832	56.2	GCA_000482105.1	-	-	-	AUXI01	-	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953862
Strigomonas galati	1003336	PRJNA203516	203516	Protists	Kinetoplasts	27.235	49.9	GCA_000482125.1	-	-	-	AUXN01	-	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953867
Strigomonas oncopelti	5657	PRJNA203518	203518	Protists	Kinetoplasts	24.9629	55	GCA_000482165.1	-	-	-	AUXK01	-	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953864
Herpetomonas muscarum	5718	PRJNA203519	203519	Protists	Kinetoplasts	30.8448	58.2	GCA_000482205.1	-	-	-	AUXJ01	-	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953863
Mnemiopsis leidyi	27923	PRJNA64405	64405	Animals	Other Animals	155.866	38.9	GCA_000226015.1	-	-	-	AGCP01	5100	-	-	2011/09/14	2014/08/06	Scaffold	National Human Genome Research Institute, National Institutes of Health	SAMN02953801
Albugo candida	65357	PRJEB47	179050	Protists	Other Protists	32.9905	42.9	GCA_000313105.1	-	-	-	CAJG01	-	-	-	2012/11/01	2012/11/01	Contig	TSL	-
Albugo candida	65357	PRJEB44	173692	Protists	Other Protists	33.1845	43.2	GCA_000326045.1	-	-	-	CAIV01	-	-	-	2012/08/23	2012/08/23	Contig	TSL	-
Albugo candida	65357	PRJEB45	179051	Protists	Other Protists	33.8236	43.1	GCA_000326065.1	-	-	-	CAIW01	-	-	-	2012/11/01	2012/11/01	Contig	TSL	-
Hyphochytrium catenoides	42384	PRJEA61035	61035	Protists	Other Protists	85.1426	48.1	GCA_000327025.2	-	-	-	CAFC02	-	-	-	2011/09/14	2011/10/26	Contig	Biosciences, University of Exeter	-
Angiostrongylus cantonensis	6313	PRJNA178773	178773	Animals	Roundworms	6.2549	46	GCA_000331205.1	-	-	-	ANFR01	-	-	-	2013/01/09	2014/08/06	Contig	Pontificia Universidade Catolica do Rio Grande do Sul	SAMN02953826
Cerataphis brasiliensis yeast-like symbiont	1202554	PRJNA169168	169168	Fungi	Ascomycetes	25.4655	56.4	GCA_000372705.1	-	-	-	AOFP01	1181	-	-	2013/04/15	2014/08/11	Scaffold	University of Arizona	SAMN02981500
Leishmania sp. MAR LEM2494	1303197	PRJNA192703	192703	Protists	Kinetoplasts	30.873	59.7	GCA_000409445.1	-	-	-	ATAD01	337	-	-	2013/06/07	2014/08/06	Scaffold	Kinetoplastid Genomes Consortium	SAMN02953853
Leishmania arabica	40284	PRJNA192710	192710	Protists	Kinetoplasts	31.4384	59.4	GCA_000410695.1	-	-	-	ATBH01	634	-	-	2013/06/11	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02214421
Leishmania tropica L590	1206058	PRJNA169676	169676	Protists	Kinetoplasts	32.989	59.9	GCA_000410715.1	-	-	-	ATAT01	448	-	-	2013/06/11	2014/08/06	Scaffold	Kinetoplastid Genomes Consortium	SAMN02953854
Leishmania enriettii	5663	PRJNA192711	192711	Protists	Kinetoplasts	30.7805	59.2	GCA_000410755.1	-	-	-	ATAF01	648	-	-	2013/06/12	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02214422
Citrus clementina	85681	PRJNA223006	223006	Plants	Land Plants	301.365	35	GCA_000493195.1	-	-	-	AMZM01	1398	25000	34557	2013/10/30	2014/05/05	Scaffold	International Citrus Genome Consortium	SAMN02389527
Trypanosoma cruzi Dm28c	1416333	PRJNA225928	225928	Protists	Kinetoplasts	27.3477	50.6	GCA_000496795.1	-	-	-	AYLP01	1210	11398	11348	2013/11/13	2014/08/06	Contig	LNCC	SAMN02953876
Salpingoeca sp. ATCC 50818	946362	PRJNA37927	37927	Protists	Other Protists	55.4403	56	GCA_000188695.1	-	-	-	ACSY01	154	11787	11706	2011/02/09	2013/11/06	Scaffold	Broad Institute	SAMN00013333
Candida glabrata CCTCC M202019	1406948	PRJNA222546	222546	Fungi	Ascomycetes	12.1169	38.5	GCA_000497105.1	-	-	-	AYJS01	97	-	-	2013/11/15	2014/08/11	Scaffold	Jiangnan University	SAMN02981566
Pseudogymnoascus destructans M1379	1414443	PRJNA225231	225231	Fungi	Ascomycetes	30.2827	49.8	GCA_000496955.1	-	-	-	AYKP01	-	-	-	2013/11/14	2014/08/11	Contig	Institute for Genome Sciences, University of Maryland School of Medicine	SAMN02981568
Fusarium circinata FSP 34	1076874	PRJNA41113	41113	Fungi	Ascomycetes	44.138	47.3	GCA_000497325.1	-	-	-	AYJV01	-	-	-	2013/11/18	2013/11/18	Contig	Pitch canker sequencing project	SAMN02371877
Camelina sativa	90675	PRJNA210747	210747	Plants	Land Plants	547.649	37.1	GCA_000496875.1	-	-	-	AUUT01	-	-	-	2013/11/14	2014/08/11	Contig	Penn State University	SAMN02981554
Byssochlamys spectabilis No. 5	1356009	PRJDB1394	227278	Fungi	Ascomycetes	29.7624	48.6	GCA_000497085.1	-	-	-	BAUL01	1053	8877	8877	2013/11/11	2014/03/12	Contig	Sojo University	-
Amanita jacksonii TRTC168611	1417757	PRJNA226613	226613	Fungi	Basidiomycetes	30.8564	47.4	GCA_000497225.1	-	-	-	AYNK01	4516	-	-	2013/11/13	2014/08/11	Scaffold	University of Toronto	SAMN02981569
Pseudogymnoascus pannorum var. pannorum M1372	1414444	PRJNA225336	225336	Fungi	Ascomycetes	29.4559	50.5	GCA_000497305.1	-	-	-	AYKR01	971	-	-	2013/11/18	2014/08/11	Contig	Institute for Genome Sciences, University of Maryland School of Medicine	SAMN02981565
Magnaporthe oryzae FJ81278	1405378	PRJNA209870	209870	Fungi	Ascomycetes	37.8739	51.4	GCA_000498135.1	-	-	-	ATNU01	3518	-	-	2013/10/21	2014/01/06	Contig	The Ohio State University, Department of Plant Pathology	SAMN02215332
Spironucleus salmonicida	348837	PRJNA60811	60811	Protists	Other Protists	12.9546	33.5	GCA_000497125.1	-	-	-	AUWU01	233	8507	8333	2013/11/15	2014/08/04	Scaffold	Uppsala University	SAMN02303460
Python bivittatus	176946	PRJNA61243	61243	Animals	Reptiles	1435.05	39.7	GCA_000186305.2	-	1	-	AEQU02	39113	20550	25749	2013/09/09	2014/08/11	Scaffold	The Consortium for Comparative Genomics, UC Denver	SAMN02981298
Spathaspora arborariae UFMG-19.1A	1343157	PRJNA207280	207280	Fungi	Ascomycetes	12.8706	31.7	GCA_000497715.1	-	-	-	AYLH01	41	-	-	2013/11/20	2014/08/11	Scaffold	Universidade Federal de Santa Catarina	SAMN02981567
Heterococcus sp. DN1	1140117	PRJNA210954	210954	Protists	Other Protists	60.7427	48.2	GCA_000498555.1	-	-	-	AXNI01	-	-	-	2013/11/22	2014/08/11	Contig	University of Minnesota	SAMN02981563
Helminthosporium solani B-AC-16A	1400345	PRJNA219149	219149	Fungi	Ascomycetes	34.5316	49.1	GCA_000498615.1	-	-	-	AWWW01	-	-	-	2013/11/22	2014/08/04	Contig	University of Wisconsin-Madison	SAMN02566892
Giardia intestinalis	5741	PRJNA77981	77981	Protists	Other Protists	10.7039	49	GCA_000498715.1	-	-	-	AHGT01	239	5209	5147	2013/11/25	2014/08/06	Contig	Integrated Genomics	SAMN02953806
Giardia intestinalis	5741	PRJNA77979	77979	Protists	Other Protists	12.0096	48.2	GCA_000498735.1	-	-	-	AHHH01	543	6166	6098	2013/11/25	2014/08/06	Contig	Integrated Genomics	SAMN02953807
Eimeria tenella	5802	PRJEB4863	224694	Protists	Apicomplexans	51.8596	51.3	GCA_000499545.1	-	-	-	CBUW01	4664	8657	8599	2013/10/30	2013/10/30	Scaffold	SC	-
Fusarium graminearum PH-1	229533	PRJNA13839	13839	Fungi	Ascomycetes	36.5658	45.7	GCA_000240135.3	4	-	-	AACM02	33	32	6	2003/05/09	2013/11/25	Chromosome	International Gibberella zeae Genomics Consortium	SAMN02953593
Cryptococcus gattii CBS 7750	1385412	PRJEB4173	224749	Fungi	Basidiomycetes	17.4793	47.8	GCA_000499585.1	-	-	-	CBUI01	26	-	-	2013/10/25	2013/10/25	Scaffold	CRG	-
Phaseolus vulgaris	3885	PRJNA41439	41439	Plants	Land Plants	521.077	36.2199	GCA_000499845.1	11	-	-	ANNZ01	708	28134	32720	2013/11/26	2014/03/12	Chromosome	JGI	SAMN02981484
Onchocerca volvulus	6282	PRJEB513	226660	Animals	Roundworms	96.4278	29.2	GCA_000499405.1	-	-	-	CBVM01	708	-	-	2013/11/05	2014/07/14	Scaffold	SC	-
Rhodotorula glutinis ATCC 204091	1001064	PRJNA59971	59971	Fungi	Basidiomycetes	20.4789	61.9	GCA_000222205.2	-	-	-	AEVR02	29	3361	2817	2011/07/20	2014/08/11	Contig	MISSISSIPPI STATE UNIVERSITY	SAMN02981303
Anoplopoma fimbria	229290	PRJNA202249	202249	Animals	Fishes	699.326	40.3	GCA_000499045.1	-	-	-	AWGY01	-	-	-	2013/11/25	2013/11/25	Contig	University of Victoria	SAMN02144194
Eimeria maxima	5804	PRJEB4864	225685	Protists	Apicomplexans	45.9751	46.6	GCA_000499605.1	-	-	-	CBUY01	3564	6057	6057	2013/10/30	2013/10/30	Scaffold	SC	-
Leptinotarsa decemlineata	7539	PRJNA171749	171749	Animals	Insects	1170.24	35.6	GCA_000500325.1	-	-	-	AYNB01	24393	-	-	2013/11/27	2013/12/02	Scaffold	The i5k Initiative	SAMN02376991
Eimeria acervulina	5801	PRJEB4832	223648	Protists	Apicomplexans	45.8306	48.4	GCA_000499425.1	-	-	-	CBUS01	3415	6867	6867	2013/10/30	2013/10/30	Scaffold	SC	-
Populus euphratica	75702	PRJNA178692	178692	Plants	Land Plants	495.876	32.1	GCA_000495115.1	-	-	-	AOFL01	9614	-	-	2013/11/01	2014/08/11	Scaffold	Lanzhou University	SAMN02981499
Phytophthora lateralis	129355	PRJNA190827	190827	Protists	Other Protists	56.3096	53.4	GCA_000500205.1	-	-	-	AWVV01	7648	-	-	2013/11/22	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178795
Phytophthora pinifolia	538568	PRJNA190828	190828	Protists	Other Protists	131.905	55.7	GCA_000500225.1	-	-	-	AWVW01	29393	-	-	2013/11/22	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178790
Cronartium ribicola 11-2	1301521	PRJNA190829	190829	Fungi	Basidiomycetes	94.3329	41.4	GCA_000500245.1	-	-	-	AWVX01	41096	-	-	2013/11/22	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178794
Endocronartium harknessii PhW48OC	1300066	PRJNA190831	190831	Fungi	Basidiomycetes	56.9403	40.8	GCA_000500795.1	-	-	-	AXDO01	25178	-	-	2013/11/27	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178785
Naegleria fowleri	5763	PRJNA214944	214944	Protists	Other Protists	27.7913	37	GCA_000499105.1	-	-	-	AWXF01	574	-	-	2013/11/25	2014/06/24	Contig	Spiez Laboratory	SAMN02351365
Eimeria necatrix	51315	PRJEB4833	223651	Protists	Apicomplexans	55.0079	51.1	GCA_000499385.1	-	-	-	CBUZ01	3707	8609	8609	2013/10/30	2013/10/30	Scaffold	SC	-
Eimeria brunetti	51314	PRJEB4834	223645	Protists	Apicomplexans	66.8902	47.9	GCA_000499725.1	-	-	-	CBUX01	8575	8711	8711	2013/10/30	2013/10/30	Scaffold	SC	-
Eimeria mitis	44415	PRJEB4835	223652	Protists	Apicomplexans	60.4151	47.7	GCA_000499745.1	-	-	-	CBUT01	10336	10077	10077	2013/10/30	2013/10/30	Scaffold	SC	-
Eimeria praecox	51316	PRJEB4836	223646	Protists	Apicomplexans	60.0833	45.8	GCA_000499445.1	-	-	-	CBUU01	21348	7635	7635	2013/10/30	2013/10/30	Scaffold	SC	-
Elaeophora elaphi	1147741	PRJEB502	226653	Animals	Roundworms	1.48083	56.6	GCA_000499685.1	-	-	-	CBVL01	1	-	-	2013/11/05	2013/11/05	Scaffold	SC	-
Ceratosolen solmsi marchali	326594	PRJNA178998	178998	Animals	Insects	277.059	30.4	GCA_000503995.1	-	-	-	ATAC01	2457	-	-	2013/12/04	2014/08/06	Scaffold	Ceratosolen solmsi Genome Consortium	SAMN02953852
Plasmodium yoelii 17X	1323249	PRJNA163121	163121	Protists	Apicomplexans	22.2224	21.8	GCA_000505035.1	-	-	-	AMYO01	130	5922	7508	2013/12/06	2014/08/04	Scaffold	Broad Institute	SAMN00974094
Spirodela polyrhiza	29656	PRJNA205940	205940	Plants	Land Plants	132.009	42.2	GCA_000504445.1	-	-	-	ATDW01	-	-	-	2013/12/06	2014/08/11	Contig	Waksman Institute	SAMN02981544
Peromyscus maniculatus bairdii	230844	PRJNA53563	53563	Animals	Mammals	2630.54	42.7	GCA_000500345.1	-	-	-	AYHN01	30921	27106	29161	2013/11/26	2013/12/03	Scaffold	Baylor College of Medicine	SAMN00848614
Cryomyces antarcticus CCFEE 534	1323836	PRJNA222806	222806	Fungi	Ascomycetes	24.3237	53.9	GCA_000504465.1	-	-	-	AYQD01	-	-	-	2013/12/06	2013/12/06	Contig	VIBT Extremophile Center, University of Natural Resources and Life Sciences Vienna, Austria	SAMN02376755
Sclerotinia borealis F-4157	1432307	PRJNA227173	227173	Fungi	Ascomycetes	39.4501	41.9	GCA_000503235.1	-	-	-	AYSA01	1241	10347	10166	2013/12/03	2014/08/11	Scaffold	Centre Bioengineering RAS	SAMN02981572
Mycosphaerella laricina CBS 326.52	1367536	PRJNA212505	212505	Fungi	Ascomycetes	26.5981	52.5	GCA_000504385.1	-	-	-	AWYE01	642	-	-	2013/12/03	2013/12/06	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02254957
Pseudocercospora pini-densiflorae CBS 125139	1367541	PRJNA212512	212512	Fungi	Ascomycetes	45.1712	48.5	GCA_000504365.1	-	-	-	AWYD01	5537	-	-	2013/12/03	2013/12/06	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02254956
Lecanosticta acicola CBS 871.95	1367079	PRJNA212329	212329	Fungi	Ascomycetes	34.8734	48.8	GCA_000504345.1	-	-	-	AWYC01	2052	-	-	2013/12/03	2013/12/06	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02258477
Callorhinchus milii	7868	PRJNA18361	18361	Animals	Fishes	974.499	42.5998	GCA_000165045.2	-	1	-	AAVX02	21204	34597	28237	2007/01/05	2013/12/20	Scaffold	Institute of Molecular and Cell Biology, Singapore	SAMN00000800
Mortierella alpina B6842	1357686	PRJNA211911	211911	Fungi	Other Fungi	39.5299	50.4	GCA_000507065.1	-	-	-	AZCI01	1183	-	-	2013/12/12	2014/08/04	Contig	IGS	SAMN02370960
Ephemera danica	1049336	PRJNA171755	171755	Animals	Insects	475.911	33.6	GCA_000507165.1	-	-	-	AYNC01	9036	-	-	2013/12/12	2013/12/12	Scaffold	The i5k Initiative	SAMN02264621
Phialophora europaea CBS 101466	1220924	PRJNA172438	172438	Fungi	Ascomycetes	28.7813	54	GCA_000365145.2	-	-	-	AOBU01	19	11153	11094	2013/04/15	2014/08/11	Scaffold	Broad Institute	SAMN02981492
Cladophialophora carrionii CBS 160.54	1279043	PRJNA185784	185784	Fungi	Ascomycetes	28.9911	54.3	GCA_000365165.2	-	-	-	AOFF01	19	10428	10373	2013/04/15	2014/08/04	Scaffold	Broad Institute	SAMN01919308
Steinernema monticolum	90984	PRJNA205067	205067	Animals	Roundworms	89.159	42	GCA_000505645.1	-	-	-	AZHV01	14252	-	-	2013/12/10	2014/08/06	Scaffold	California Institute of Technology	SAMN02953877
Phellinus noxius OVT-YTM/97	1417759	PRJNA226629	226629	Fungi	Basidiomycetes	31.2593	41.6	GCA_000507345.1	-	-	-	AYOR01	1434	-	-	2013/12/13	2014/08/04	Contig	The Chinese University of Hong Kong	SAMN02393366
Symbiodinium minutum Mf 1.05b.01	1280413	PRJDB732	231352	Protists	Other Protists	609.476	43.5	GCA_000507305.1	-	-	-	BASF01	21899	-	-	2013/07/13	2013/07/13	Scaffold	Okinawa Institute of Science and Technology	-
Glycine max	3847	PRJNA19861	19861	Plants	Land Plants	973.779	34.9453	GCA_000004515.2	40	2	-	ACUP01	1147	113289	130945	2010/01/05	2014/01/07	Chromosome	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002965
Saccharomyces cerevisiae NAM34-4C	1352823	PRJDB1381	231437	Fungi	Ascomycetes	11.5537	38.1	GCA_000508805.1	-	-	-	BAUH01	154	-	-	2013/12/11	2014/03/08	Contig	National Institute of Advanced Industrial Science and Technology	-
Saccharomyces cerevisiae IR-2	1352824	PRJDB1382	231438	Fungi	Ascomycetes	11.4416	38.2	GCA_000508825.1	-	-	-	BAUI01	322	-	-	2013/12/11	2014/03/08	Contig	National Institute of Advanced Industrial Science and Technology	-
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	484.231	35.8	GCA_000510365.1	-	-	-	AYZT01	35771	-	-	2013/12/17	2014/01/23	Scaffold	Beta vulgaris resource	SAMN02182561
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	539.552	36	GCA_000510465.1	-	-	-	AYZU01	84234	-	-	2013/12/17	2014/01/23	Scaffold	Beta vulgaris resource	SAMN02182563
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	463.706	35.9	GCA_000510485.1	-	-	-	AYZW01	48733	-	-	2013/12/17	2013/12/18	Scaffold	Beta vulgaris resource	SAMN02182569
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	479.876	36.2	GCA_000510875.1	-	-	-	AYZX01	47405	-	-	2013/12/18	2014/01/23	Scaffold	Beta vulgaris resource	SAMN02182567
Spinacia oleracea	3562	PRJNA41497	41497	Plants	Land Plants	474.077	37.5	GCA_000510995.1	-	-	-	AYZV01	96393	-	-	2013/12/16	2014/01/23	Scaffold	Beta vulgaris resource	SAMN02182572
Kwoniella heveanensis BCC8398	1296120	PRJNA191335	191335	Fungi	Basidiomycetes	25.4694	51.9	GCA_000507405.2	-	-	-	ASQB01	67	-	-	2013/12/10	2014/08/04	Scaffold	Broad Institute	SAMN01932850
Kwoniella heveanensis CBS 569	1296119	PRJNA191336	191336	Fungi	Basidiomycetes	25.2533	51.9	GCA_000507425.2	-	-	-	ASQC01	242	-	-	2013/12/10	2014/08/04	Scaffold	Broad Institute	SAMN01932851
Coturnix japonica	93934	PRJDB1146	231365	Animals	Birds	531.96	40.9	GCA_000511605.1	-	-	-	BASJ01	5876	-	-	2013/07/09	2013/07/09	Scaffold	Tokyo University of Agriculture	-
Necator americanus	51031	PRJNA72135	72135	Animals	Roundworms	244.075	40.2	GCA_000507365.1	-	-	-	ANCG01	11864	19663	19153	2013/12/13	2014/08/06	Scaffold	The Genome Institute at Washington University	SAMN02953824
Anopheles darlingi	43151	PRJNA46227	46227	Animals	Insects	136.936	48.3	GCA_000211455.3	-	-	-	ADMH02	2220	10793	10444	2010/11/22	2014/07/29	Contig	LNCC	SAMN02945024
Homo sapiens	9606	PRJNA31257	31257	Animals	Mammals	3209.29	41.3069	GCA_000001405.15	24	1	-	-	735	41571	67792	2002/08/02	2014/02/03	Chromosome	Genome Reference Consortium	-
Fragaria x ananassa	3747	PRJDB1476	231450	Plants	Land Plants	173.23	38.4	GCA_000511695.1	-	-	-	BATS01	211588	-	-	2013/11/27	2013/11/27	Scaffold	Kazusa DNA Research Institute	-
Fragaria x ananassa	3747	PRJDB1477	231451	Plants	Land Plants	697.762	38.9	GCA_000511835.1	-	-	-	BATT01	625966	-	-	2013/11/27	2013/11/27	Scaffold	Kazusa DNA Research Institute	-
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	566.199	36.9989	GCA_000511025.1	9	-	-	AYZS01	40428	-	-	2013/12/18	2013/12/19	Chromosome	Beta vulgaris resource	SAMN02182557
Beta vulgaris subsp. vulgaris	3555	PRJNA41497	41497	Plants	Land Plants	568.609	37.7195	GCA_000510975.1	9	-	-	AYZY01	43635	-	-	2013/12/17	2013/12/19	Chromosome	Beta vulgaris resource	SAMN02182557
Capsicum annuum	4072	PRJNA223222	223222	Plants	Land Plants	3063.64	35	GCA_000512255.1	-	-	-	AYRZ01	37989	-	-	2013/12/30	2014/08/11	Scaffold	Seoul National University	SAMN02981571
Reticulomyxa filosa	46433	PRJNA29155	29155	Protists	Other Protists	101.867	35	GCA_000512085.1	-	-	-	ASPP01	-	39965	39963	2013/12/30	2014/08/06	Contig	Leibniz Institute for Age Reseaerch Fritz Lipmann Institute	SAMN02953851
Phytophthora parasitica INRA-310	761204	PRJNA73155	73155	Protists	Other Protists	82.3892	49.5	GCA_000247585.2	-	-	-	AGFV02	708	23240	27942	2012/02/13	2014/08/11	Scaffold	Broad Institute	SAMN02981373
