#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1780-kpc	NC_023904.1	KF874497	113.622	53.9288	107	-	-	-	107	-
Klebsiella pneumoniae KF3	Bacteria	Proteobacteria	Gammaproteobacteria	pKF3-70	NC_013542.1	FJ494913	70.057	52.286	95	-	-	-	95	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pR55	NC_016976.1	JQ010984	170.81	52.9998	202	-	-	-	204	2
Klebsiella pneumoniae LS6	Bacteria	Proteobacteria	Gammaproteobacteria	pKpQIL-LS6	NC_021655.1	JX442975	78.227	54.2153	69	-	-	-	69	-
Klebsiella pneumoniae BB1090	Bacteria	Proteobacteria	Gammaproteobacteria	pB1021	NC_019989.1	JQ319767	3.692	47.7248	3	-	-	-	3	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIncX-SHV	NC_019157.1	JN247852	43.38	46.8396	41	-	-	-	41	-
Klebsiella pneumoniae 09138475RyC	Bacteria	Proteobacteria	Gammaproteobacteria	pRYCKPC3.1	NC_019151.1	GU386376	9.803	61.726	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKDO1	NC_019389.1	JX424423	127.508	52.7959	124	-	-	-	124	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIGRK	NC_011405.1	AY543071	2.348	33.3901	2	-	-	-	2	-
Klebsiella pneumoniae KpS90	Bacteria	Proteobacteria	Gammaproteobacteria	pKpS90	NC_019384.1	JX461340	53.286	49.5909	51	-	-	-	53	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p169	NC_011511.1	FM246880	3.679	43.6803	5	-	-	-	5	-
Klebsiella pneumoniae U-0608239	Bacteria	Proteobacteria	Gammaproteobacteria	pUUH239.2	NC_016966.1	CP002474	220.824	52.8185	219	-	-	-	222	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPoxa-48N1	NC_021488.1	KC757416	62.592	51.0864	73	-	-	-	73	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021357.1	KF017316	11.342	51.7898	20	-	-	-	20	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP3913-kpc	NC_023906.1	KF874499	113.64	53.9308	106	-	-	-	106	-
Klebsiella pneumoniae BK32179	Bacteria	Proteobacteria	Gammaproteobacteria	pBK32179	NC_020132.1	JX430448	165.295	52.7197	165	-	-	-	165	-
Klebsiella pneumoniae TCKpnC	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-MAR	NC_016980.1	JN420336	267.242	46.6996	180	-	-	-	185	-
Klebsiella pneumoniae BK31551	Bacteria	Proteobacteria	Gammaproteobacteria	pBK31551	NC_019888.1	JX193301	83.712	53.4571	80	-	-	-	80	-
Klebsiella pneumoniae KPN5047	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN5047	NC_020811.1	KC311431	54.035	49.0349	52	-	-	-	52	-
Klebsiella pneumoniae 997	Bacteria	Proteobacteria	Gammaproteobacteria	pc15-k	NC_015154.1	HQ202266	95.626	52.0852	80	-	-	-	80	-
Klebsiella pneumoniae N10-0469	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM10469	NC_019158.1	JN861072	137.813	51.9704	165	-	-	-	167	-
Klebsiella pneumoniae 12	Bacteria	Proteobacteria	Gammaproteobacteria	12	NC_011385.1	FJ223605	75.617	52.8029	92	-	-	-	92	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	IncA/C-LS6	NC_021667.1	JX442976	171.925	52.2868	171	-	-	-	173	-
Klebsiella pneumoniae KP3	Bacteria	Proteobacteria	Gammaproteobacteria	pKP3-A	NC_019160.1	JN205800	7.605	48.6128	7	-	-	-	7	-
Klebsiella pneumoniae C132-98	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_014478.1	FJ042668	8.187	61.0969	7	-	-	-	7	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIGMS31	NC_011406.1	AY543072	2.52	32.6984	2	-	-	-	2	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021365.1	KF017322	1.524	51.5748	2	-	-	-	2	-
Klebsiella pneumoniae KP048	Bacteria	Proteobacteria	Gammaproteobacteria	pKP048	NC_014312.1	FJ628167	151.188	51.3295	156	-	-	-	156	-
Klebsiella pneumoniae MGR-K194	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM_MGR194	NC_022740.1	KF220657	46.253	46.6694	64	-	-	-	64	-
Klebsiella pneumoniae SC29	Bacteria	Proteobacteria	Gammaproteobacteria	pKpQIL-SC29	NC_021656.1	JX442977	48.79	54.6751	43	-	-	-	43	-
Klebsiella pneumoniae ST48	Bacteria	Proteobacteria	Gammaproteobacteria	pKP09085	NC_023332.1	KF719970	213.019	52.5117	204	-	-	-	206	-
Klebsiella pneumoniae ST101	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN101-IT	NC_019165.1	JX283456	107.748	52.7063	116	-	-	-	116	-
Klebsiella pneumoniae 601	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-OM	NC_019889.1	JX988621	87.185	51.5215	93	-	-	-	93	-
Klebsiella pneumoniae BK15692	Bacteria	Proteobacteria	Gammaproteobacteria	pBK15692	NC_022520.1	KC845573	77.801	45.4197	105	-	-	-	105	-
Klebsiella pneumoniae KPS30	Bacteria	Proteobacteria	Gammaproteobacteria	pKPS30	NC_023314.1	KF793937	61.228	54.4359	61	-	-	-	67	1
Klebsiella pneumoniae ST15	Bacteria	Proteobacteria	Gammaproteobacteria	pKP02022	NC_023334.1	KF719972	203.577	51.829	191	-	-	-	193	-
Klebsiella pneumoniae KP96	Bacteria	Proteobacteria	Gammaproteobacteria	pKP96	NC_011617.1	EU195449	67.85	52.5571	64	-	-	-	72	1
Klebsiella pneumoniae HP205	Bacteria	Proteobacteria	Gammaproteobacteria	pH205	NC_010261.1	EU331426	8.197	42.9669	6	-	-	2	8	-
Klebsiella pneumoniae KF3	Bacteria	Proteobacteria	Gammaproteobacteria	pKF3-94	NC_013950.1	FJ876826	94.219	51.5947	115	-	-	-	115	-
Klebsiella pneumoniae CG43	Bacteria	Proteobacteria	Gammaproteobacteria	pLVPK	NC_005249.1	AY378100	219.385	50.3471	251	-	-	-	260	8
Klebsiella pneumoniae K1HV	Bacteria	Proteobacteria	Gammaproteobacteria	pK1HV	NC_020087.1	HF545434	133.191	52.4968	164	-	-	-	163	-
Klebsiella pneumoniae CRE79	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-NY79	NC_019161.1	JX104759	42.447	48.4887	38	-	-	-	38	-
Klebsiella pneumoniae NK29	Bacteria	Proteobacteria	Gammaproteobacteria	pK29	NC_010870.1	EF382672	269.674	46.0916	310	-	-	-	310	-
Klebsiella pneumoniae 15	Bacteria	Proteobacteria	Gammaproteobacteria	15S	NC_011382.1	FJ223606	23.753	57.0075	24	-	-	-	24	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-LK30	NC_020893.1	KC405622	86.518	55.971	95	-	-	-	95	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pJHCMW1	NC_003486.1	AF479774	11.354	48.9607	8	-	-	-	8	-
Klebsiella pneumoniae E71T	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_023027.1	KC335143	63.578	51.2284	80	-	-	-	80	-
Klebsiella pneumoniae CRE114	Bacteria	Proteobacteria	Gammaproteobacteria	pIMP-PH114	NC_022652.1	KF250428	151.885	52.3561	175	-	-	-	179	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021358.1	KF017318	6.502	49.7385	8	-	-	-	8	-
Klebsiella pneumoniae p39SLMT	Bacteria	Proteobacteria	Gammaproteobacteria	pSLMT	NC_019152.1	HQ589350	21.138	56.2873	14	-	-	-	14	-
Klebsiella pneumoniae BB1089	Bacteria	Proteobacteria	Gammaproteobacteria	pB1020	NC_019987.1	JQ319772	3.174	46.7864	2	-	-	-	2	-
Klebsiella pneumoniae Kpn-1433	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1433	NC_021238.1	JX397875	55.417	50.8238	49	-	-	-	52	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pIGMS32	NC_018953.1	DQ298019	9.294	55.1539	7	-	-	-	7	-
Klebsiella pneumoniae BM4493	Bacteria	Proteobacteria	Gammaproteobacteria	pIP843	NC_005015.1	AY033516	7.086	47.0505	5	-	-	-	5	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1504-kpc	NC_023903.1	KF874496	113.64	53.9291	107	-	-	-	107	-
Klebsiella pneumoniae CRE1	Bacteria	Proteobacteria	Gammaproteobacteria	pIMP-HZ1	NC_019166.1	JX457479	50.775	50.517	76	-	-	-	76	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021363.1	KF017317	7.43	55.8546	11	-	-	-	11	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p9701	NC_011512.1	FM246881	4.84	45.9504	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTR3	-	JQ349086.2	41.187	50.8073	52	-	-	-	53	-
Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	pNJST258N2	-	CP006926.1	73.636	53.9369	86	-	-	-	86	-
Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	pNJST258N5	-	CP006924.1	10.925	49.2265	13	-	-	-	13	-
Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	pNJST258N4	-	CP006928.1	14.249	53.3441	20	-	-	-	20	-
Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	pNJST258N1	-	CP006927.1	142.788	51.7761	163	-	-	-	163	-
Klebsiella pneumoniae 30660/NJST258_1	Bacteria	Proteobacteria	Gammaproteobacteria	pNJST258N3	-	CP006925.1	36.109	51.8015	42	-	-	-	42	-
Klebsiella pneumoniae 30684/NJST258_2	Bacteria	Proteobacteria	Gammaproteobacteria	p30684_1	-	CP006919.1	25.284	56.692	27	-	-	-	27	-
Klebsiella pneumoniae 30684/NJST258_2	Bacteria	Proteobacteria	Gammaproteobacteria	p30684_2b	-	CP006922.1	86.232	54.5668	107	-	-	-	107	-
Klebsiella pneumoniae 30684/NJST258_2	Bacteria	Proteobacteria	Gammaproteobacteria	p30684_3	-	CP006921.1	12.399	49.3588	23	-	-	-	23	-
Klebsiella pneumoniae 342	Bacteria	Proteobacteria	Gammaproteobacteria	pKP187	NC_011282.1	CP000965	187.922	47.1515	230	-	-	-	248	18
Klebsiella pneumoniae 342	Bacteria	Proteobacteria	Gammaproteobacteria	pKP91	NC_011281.1	CP000966	91.096	51.0923	113	-	-	-	121	8
Klebsiella pneumoniae FCF1305	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC_FCF13/05	NC_021664.2	CP004366	53.081	52.5499	62	-	-	-	65	-
Klebsiella pneumoniae FCF3SP	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC_FCF/3SP	NC_021660.2	CP004367	54.605	52.9127	66	-	-	-	68	-
Klebsiella pneumoniae JM45	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NC_022078.1	CP006657	317.154	53.0455	254	-	-	-	254	-
Klebsiella pneumoniae JM45	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NC_022083.1	CP006658	12.207	55.2552	15	-	-	-	15	-
Klebsiella pneumoniae KCTC 2242	Bacteria	Proteobacteria	Gammaproteobacteria	pKCTC2242	NC_017541.1	CP002911	202.852	50.1696	229	-	-	-	229	-
Klebsiella pneumoniae ST272 K45-67	Bacteria	Proteobacteria	Gammaproteobacteria	pK45-67VIM	NC_021622.1	HF955507	56.171	51.8631	64	-	-	-	64	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS3	NC_016839.1	CP003225	105.974	52.4591	152	-	-	-	152	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS2	NC_016846.1	CP003224	111.195	53.3055	160	-	-	-	160	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS6	NC_016841.1	CP003228	1.308	47.9358	1	-	-	-	1	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS4	NC_016840.1	CP003226	3.751	52.1728	4	-	-	-	4	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS5	NC_016847.1	CP003227	3.353	42.8273	5	-	-	-	5	-
Klebsiella pneumoniae subsp. pneumoniae HS11286	Bacteria	Proteobacteria	Gammaproteobacteria	pKPHS1	NC_016838.1	CP003223	122.799	49.4613	141	-	-	-	141	-
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13a	-	CP003996.1	2.459	49.207	3	-	-	-	3	-
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13e	-	CP003998.1	81.071	51.1169	108	-	-	-	108	-
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13d	-	CP003997.1	45.574	45.9802	63	-	-	-	63	-
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13f	-	CP004000.1	295.493	47.9453	359	-	-	-	360	1
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13c	-	CP003995.1	5.065	43.85	9	-	-	-	9	-
Klebsiella pneumoniae subsp. pneumoniae Kp13	Bacteria	Proteobacteria	Gammaproteobacteria	pKP13b	-	CP003994.1	3.223	56.345	5	-	-	-	5	-
Klebsiella pneumoniae subsp. pneumoniae KP5-1 Kp5-1	Bacteria	Proteobacteria	Gammaproteobacteria	pKp5-1	-	CP008701.1	186.323	50.669	163	1	-	-	178	14
Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-484	-	CP008798.1	85.473	55.579	84	-	-	-	85	1
Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-819	-	CP008799.1	58.05	48.5512	64	-	-	-	66	2
Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-e44	-	CP008800.1	194.877	52.47	185	-	-	-	192	7
Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-a41	-	CP007735.1	89.77	51.818	84	-	-	-	87	3
Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-262	-	CP007734.1	338.85	52.721	326	-	-	-	339	13
Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-068	-	CP007733.1	80.411	51.3437	93	-	-	-	95	2
Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Bacteria	Proteobacteria	Gammaproteobacteria	pKEC-dc3	-	CP007732.1	268.334	52.6139	288	-	-	-	291	3
Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-b0b	-	CP007736.1	113.44	49.3926	114	-	-	-	117	3
Klebsiella pneumoniae subsp. pneumoniae KPR0928	Bacteria	Proteobacteria	Gammaproteobacteria	pKpQIL-531	-	CP008833.1	113.639	53.9287	122	-	-	-	122	-
Klebsiella pneumoniae subsp. pneumoniae KPR0928	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-294	-	CP008832.1	13.841	53.6811	16	-	-	-	16	-
Klebsiella pneumoniae subsp. pneumoniae KPX	Bacteria	Proteobacteria	Gammaproteobacteria	pKPX-2	NC_021199.1	AP012056	141.545	52.4928	133	-	-	-	133	-
Klebsiella pneumoniae subsp. pneumoniae KPX	Bacteria	Proteobacteria	Gammaproteobacteria	pKPX-1	NC_021198.1	AP012055	250.444	53.4207	215	-	-	-	215	-
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN5	NC_009651.1	CP000650	88.582	53.8168	98	-	-	-	98	-
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN3	NC_009649.1	CP000648	175.879	51.6907	178	-	-	-	179	1
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN4	NC_009650.1	CP000649	107.576	53.4404	123	-	-	-	124	1
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN6	NC_009652.1	CP000651	4.259	41.4182	5	-	-	-	5	-
Klebsiella pneumoniae subsp. pneumoniae MGH 78578 ATCC 700721	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN7	NC_009653.1	CP000652	3.478	45.6584	5	-	-	-	5	-
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	Bacteria	Proteobacteria	Gammaproteobacteria	pK2044	NC_006625.1	AP006726	224.152	50.1682	270	-	-	-	270	-
Klebsiella pneumoniae subsp. pneumoniae PittNDM01	Bacteria	Proteobacteria	Gammaproteobacteria	plasmid3	-	CP006801.1	70.814	52.9217	80	-	-	-	80	-
Klebsiella pneumoniae subsp. pneumoniae PittNDM01	Bacteria	Proteobacteria	Gammaproteobacteria	plasmid4	-	CP006802.1	6.141	52.1902	8	-	-	-	8	-
Klebsiella pneumoniae subsp. pneumoniae PittNDM01	Bacteria	Proteobacteria	Gammaproteobacteria	plasmid2	-	CP006800.1	103.694	50.9962	101	-	-	-	101	-
Klebsiella pneumoniae subsp. pneumoniae PittNDM01	Bacteria	Proteobacteria	Gammaproteobacteria	plasmid1	-	CP006799.1	283.371	46.4105	291	-	-	-	292	-
Klebsiella pneumoniae subsp. rhinoscleromatis SB3432	Bacteria	Proteobacteria	Gammaproteobacteria	pKRH	NC_021231.1	FO203500	113.685	52.6956	130	-	-	-	148	-
Klebsiella sp. KCL-2	Bacteria	Proteobacteria	Gammaproteobacteria	pMGD2	NC_003789.1	AY033498	3.564	47.7273	2	-	-	-	2	-
Kluyveromyces lactis	Eukaryota	Fungi	Ascomycetes	k1	NC_010185.1	X00762	8.874	26.7861	4	-	-	-	-	-
Kluyveromyces lactis	Eukaryota	Fungi	Ascomycetes	pGKL1	NC_010186.1	X01095	8.874	26.7861	4	-	-	-	-	-
Kluyveromyces lactis CBS 2359	Eukaryota	Fungi	Ascomycetes	pGK12	NC_010187.1	X07776	13.457	25.2359	10	-	-	-	-	-
Kluyveromyces lactis	Eukaryota	Fungi	Ascomycetes	pKD1	NC_007495.1	X03961	4.757	41.2865	3	-	-	-	-	-
Lachancea fermentati	Eukaryota	Fungi	Ascomycetes	pSM1	NC_002054.1	M18275	5.416	40.3619	4	-	-	-	4	-
Lachancea waltii CBS 6430 from the CBS Collection, Delft	Eukaryota	Fungi	Ascomycetes	pKW1	NC_010188.1	-	5.619	45.4173	4	-	-	-	4	-
Lactobacillus acidipiscis ACA-DC 1533	Bacteria	Firmicutes	Bacilli	pLAC1	NC_014164.1	FN667595	3.478	37.1478	4	-	-	-	4	-
Lactobacillus acidophilus TK8912	Bacteria	Firmicutes	Bacilli	pLA103	NC_003458.1	AB081463	13.913	40.4442	15	-	-	-	15	-
Lactobacillus acidophilus TK8912	Bacteria	Firmicutes	Bacilli	pLA106	NC_004985.1	D88438	2.862	43.3263	3	-	-	-	3	-
Lactobacillus acidophilus 30SC	Bacteria	Firmicutes	Bacilli	pRKC30SC1	NC_015213.1	CP002560	7.197	35.0702	6	-	-	-	6	-
Lactobacillus acidophilus 30SC	Bacteria	Firmicutes	Bacilli	pRKC30SC2	NC_015218.1	CP002561	12.568	36.6486	16	-	-	-	16	-
Lactobacillus amylovorus GRL 1112	Bacteria	Firmicutes	Bacilli	plasmid2	NC_015322.1	CP002613	25.284	36.3036	27	-	-	-	27	-
Lactobacillus amylovorus GRL 1112	Bacteria	Firmicutes	Bacilli	plasmid1	NC_015319.1	CP002612	33.688	31.8303	40	-	-	-	40	-
Lactobacillus amylovorus GRL1118	Bacteria	Firmicutes	Bacilli	plasmid2	NC_017472.1	CP002611	78.145	35.4738	72	-	-	-	72	-
Lactobacillus amylovorus GRL1118	Bacteria	Firmicutes	Bacilli	plasmid1	NC_017471.1	CP002610	4.541	34.2215	6	-	-	-	6	-
Lactobacillus brevis 925A	Bacteria	Firmicutes	Bacilli	pLB925A04	NC_012551.1	AB370337	65.037	40.7676	48	-	-	-	48	-
Lactobacillus brevis 925A	Bacteria	Firmicutes	Bacilli	pLB925A01	NC_012548.1	AB370334	1.815	37.2452	2	-	-	-	2	-
Lactobacillus brevis 925A	Bacteria	Firmicutes	Bacilli	pLB925A02	NC_012549.1	AB370335	3.524	37.5426	2	-	-	-	2	-
Lactobacillus brevis D11	Bacteria	Firmicutes	Bacilli	pSD11	NC_014919.1	HQ622718	3.225	38.3256	2	-	-	-	2	-
Lactobacillus brevis 925A	Bacteria	Firmicutes	Bacilli	pLB925A03	NC_012550.1	AB370336	8.881	42.1462	7	-	-	-	7	-
Lactobacillus brevis ABBC45	Bacteria	Firmicutes	Bacilli	pRH45II	NC_005952.1	AB118106	23.381	42.5773	12	-	-	-	12	-
Lactobacillus brevis ATCC 367	Bacteria	Firmicutes	Bacilli	2	NC_008499.1	CP000418	35.595	38.5138	22	-	-	-	25	3
Lactobacillus brevis ATCC 367	Bacteria	Firmicutes	Bacilli	1	NC_008498.1	CP000417	13.413	38.6416	11	-	-	-	12	1
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-5	NC_020823.1	AP012172	17.882	39.6208	29	-	-	-	29	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-7	NC_020824.1	AP012174	10.3	35.767	10	-	-	-	10	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-9	NC_020825.1	AP012176	5.866	39.6863	6	-	-	-	6	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-3	NC_020826.1	AP012170	35.34	36.8563	34	-	-	-	34	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-8	NC_020828.1	AP012175	8.556	34.4086	6	-	-	-	6	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-6	NC_020827.1	AP012173	11.627	35.6928	10	-	-	-	10	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-4	NC_020822.1	AP012171	25.335	41.3104	25	-	-	-	25	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-2	NC_020821.1	AP012169	35.388	39.553	34	-	-	-	34	-
Lactobacillus brevis KB290	Bacteria	Firmicutes	Bacilli	pKB290-1	NC_020820.1	AP012168	42.449	41.1294	37	-	-	-	37	-
Lactobacillus buchneri CD034	Bacteria	Firmicutes	Bacilli	pCD034-2	NC_016034.1	JN084214	2.707	38.6036	3	-	-	-	3	-
Lactobacillus buchneri CD034	Bacteria	Firmicutes	Bacilli	pCD034-1	NC_016035.1	JN084215	3.424	38.347	3	-	-	-	3	-
Lactobacillus buchneri CD034	Bacteria	Firmicutes	Bacilli	pCD034-3	NC_018611.1	CP003044	56.473	37.7472	57	-	-	-	57	-
Lactobacillus buchneri NRRL B-30929	Bacteria	Firmicutes	Bacilli	pLBUC02	NC_015429.1	CP002654	18.513	40.4094	18	-	-	-	22	4
Lactobacillus buchneri NRRL B-30929	Bacteria	Firmicutes	Bacilli	pLBUC03	NC_015421.1	CP002655	10.798	37.6273	14	-	-	-	15	1
Lactobacillus buchneri NRRL B-30929	Bacteria	Firmicutes	Bacilli	pLBUC01	NC_015420.1	CP002653	52.697	38.0857	46	-	-	-	57	11
Lactobacillus casei TISTR1341	Bacteria	Firmicutes	Bacilli	pRCEID13.9	NC_014620.1	HQ259052	13.908	40.43	13	-	-	-	13	-
Lactobacillus casei TISTR1341	Bacteria	Firmicutes	Bacilli	pRCEID3.2	NC_014619.1	HQ259051	3.25	44.2462	5	-	-	-	5	-
Lactobacillus casei	Bacteria	Firmicutes	Bacilli	pYIT356	NC_006257.1	AB119526	4.935	43.3637	1	-	-	-	1	-
Lactobacillus casei	Bacteria	Firmicutes	Bacilli	pSMA23	NC_010242.1	DQ116709	3.497	38.1756	2	-	-	-	2	-
Lactobacillus casei TISTR1341	Bacteria	Firmicutes	Bacilli	pRCEID7.6	NC_016975.1	JN793951	7.604	40.4129	9	-	-	-	9	-
Lactobacillus casei TISTR1341	Bacteria	Firmicutes	Bacilli	pRCEID2.9	NC_017466.1	HQ173810	2.952	43.2249	3	-	-	-	3	-
Lactobacillus casei ATCC 334	Bacteria	Firmicutes	Bacilli	1	NC_008502.1	CP000424	29.061	42.163	20	-	-	-	20	-
Lactobacillus casei BD-II	Bacteria	Firmicutes	Bacilli	pBD-II	NC_017476.1	CP002619	57.362	43.7014	65	-	-	-	65	-
Lactobacillus casei LC2W	Bacteria	Firmicutes	Bacilli	pLC2W	NC_017475.1	CP002617	38.392	42.6365	43	-	-	-	43	-
Lactobacillus casei LcA	Bacteria	Firmicutes	Bacilli	pACT	NZ_CM001862.1	CM001862	59.621	43.6541	68	-	-	-	68	-
Lactobacillus casei LcY	Bacteria	Firmicutes	Bacilli	pYak	NZ_CM001849.1	CM001849	59.621	43.6558	68	-	-	-	68	-
Lactobacillus casei LcY	Bacteria	Firmicutes	Bacilli	pYAK	-	CM002348.1	59.621	43.6558	-	-	-	-	-	-
Lactobacillus casei LOCK919	Bacteria	Firmicutes	Bacilli	pLOCK919	NC_021722.1	CP005487	29.768	43.923	32	-	-	-	32	-
Lactobacillus casei str. Zhang	Bacteria	Firmicutes	Bacilli	plca36	NC_011352.1	CP000935	36.487	40.1485	44	-	-	-	44	-
Lactobacillus casei W56	Bacteria	Firmicutes	Bacilli	pW56	NC_020057.1	HE970765	56.316	43.7194	63	-	-	4	66	-
Lactobacillus curvatus CRL705	Bacteria	Firmicutes	Bacilli	pRC18	NC_003320.2	AF200347	18.664	34.3335	25	-	-	-	25	-
Lactobacillus delbrueckii	Bacteria	Firmicutes	Bacilli	pN42	NC_004850.1	AJ421627	8.14	42.9115	5	-	-	-	5	-
Lactobacillus delbrueckii WS58	Bacteria	Firmicutes	Bacilli	pWS58	NC_001670.1	Z50864	7.921	45.1332	5	-	-	-	5	-
Lactobacillus delbrueckii B36	Bacteria	Firmicutes	Bacilli	pDOJ1	NC_010909.1	EF196093	6.22	44.6302	6	-	-	-	6	-
Lactobacillus delbrueckii JCL414	Bacteria	Firmicutes	Bacilli	pJBL2	NC_004849.1	AJ421486	8.716	43.4488	5	-	-	-	5	-
